target,discovered,wrong letters,number of hits,lives remaining,game won
footholds,"['f', 'o', 'o', 't', 'h', 'o', 'l', '_', 's']","['e', 'i', 'a', 'u', 'r', 'c', 'y', 'w', 'b', 'm']",8,0,False
havens,"['h', 'a', '_', 'e', 'n', 's']","['i', 'r', 'l', 'd', 't', 'o', 'u', 'c', 'm', 'p']",5,0,False
preened,"['p', 'r', 'e', 'e', 'n', 'e', 'd']","['s', 'i', 'a', 'o', 'u', 't', 'l', 'c']",7,2,True
vivaciously,"['v', 'i', 'v', 'a', 'c', 'i', 'o', 'u', 's', 'l', 'y']","['e', 'n', 'r', 't', 'h', 'm']",11,4,True
bootlegged,"['b', 'o', 'o', 't', 'l', 'e', 'g', 'g', 'e', 'd']","['s', 'i', 'a', 'r', 'n', 'u', 'c', 'p']",10,2,True
sidewalls,"['s', 'i', 'd', 'e', '_', 'a', 'l', 'l', 's']","['r', 'n', 't', 'o', 'c', 'u', 'm', 'y', 'h', 'g']",8,0,False
vanes,"['_', 'a', 'n', 'e', 's']","['i', 'o', 'r', 'l', 't', 'd', 'u', 'p', 'h', 'm']",4,0,False
recitative,"['r', 'e', 'c', 'i', 't', 'a', 't', 'i', 'v', 'e']","['s', 'n', 'l', 'o', 'd', 'p', 'h', 'b']",10,2,True
chameleons,"['c', 'h', 'a', '_', 'e', 'l', 'e', 'o', 'n', 's']","['i', 'r', 't', 'd', 'u', 'b', 'p', 'y', 'w', 'v']",9,0,False
curious,"['c', 'u', 'r', 'i', 'o', 'u', 's']","['e', 'a', 'n', 't', 'l', 'h']",7,4,True
pupils,"['p', 'u', 'p', 'i', 'l', 's']","['e', 'a', 'o', 'n', 't', 'r', 'c', 'y', 'f']",6,1,True
tenaciously,"['t', 'e', 'n', 'a', 'c', 'i', 'o', 'u', 's', 'l', 'y']","['r', 'd', 'm', 'g', 'p', 'b', 'v', 'h', 'f']",11,1,True
haemophiliacs,"['h', 'a', 'e', 'm', 'o', 'p', 'h', 'i', 'l', 'i', 'a', 'c', 's']","['r', 'n', 't', 'y', 'd']",13,5,True
weighting,"['w', 'e', 'i', 'g', 'h', 't', 'i', 'n', 'g']","['s', 'r', 'a', 'l', 'o', 'd', 'u', 'c']",9,2,True
plod,"['p', 'l', 'o', '_']","['e', 's', 'a', 'i', 'u', 'r', 'n', 't', 'c', 'b']",3,0,False
scoreboard,"['s', 'c', 'o', 'r', 'e', 'b', 'o', 'a', 'r', 'd']","['i', 't', 'l', 'n', 'p', 'h']",10,4,True
misrule,"['m', 'i', 's', 'r', 'u', 'l', 'e']","['a', 'o', 'n', 't', 'd', 'p', 'c', 'b']",7,2,True
eliminate,"['e', 'l', 'i', 'm', 'i', 'n', 'a', 't', 'e']","['s', 'r', 'd', 'o', 'g', 'c', 'u']",9,3,True
defames,"['d', 'e', '_', 'a', '_', 'e', 's']","['i', 'r', 'l', 't', 'n', 'o', 'c', 'u', 'h', 'p']",5,0,False
tenderisers,"['t', 'e', 'n', 'd', 'e', 'r', 'i', 's', 'e', 'r', 's']","['a', 'o', 'l']",11,7,True
decelerating,"['d', 'e', 'c', 'e', 'l', 'e', 'r', 'a', 't', 'i', 'n', 'g']","['s', 'o', 'u', 'p', 'y']",12,5,True
balladeers,"['b', 'a', 'l', 'l', 'a', 'd', 'e', 'e', 'r', 's']","['i', 'o', 't', 'n', 'c']",10,5,True
folio,"['_', 'o', 'l', 'i', 'o']","['e', 's', 'a', 'u', 'y', 'r', 'c', 't', 'n', 'd']",4,0,False
flours,"['_', 'l', 'o', 'u', 'r', 's']","['e', 'a', 'i', 't', 'c', 'y', 'n', 'p', 'm', 'b']",5,0,False
marketability,"['m', 'a', 'r', 'k', 'e', 't', 'a', 'b', 'i', 'l', 'i', 't', 'y']","['s', 'n', 'c', 'o', 'h', 'u', 'v']",13,3,True
continuous,"['c', 'o', 'n', 't', 'i', 'n', 'u', 'o', 'u', 's']","['e', 'a', 'g']",10,7,True
lid,"['_', 'i', 'd']","['e', 'a', 'o', 'u', 's', 'p', 't', 'r', 'n', 'g']",2,0,False
goalpost,"['_', 'o', 'a', 'l', 'p', 'o', 's', 't']","['e', 'i', 'r', 'n', 'c', 'u', 'y', 'h', 'f', 'm']",7,0,False
seam,"['s', 'e', 'a', '_']","['i', 'o', 'u', 'r', 'l', 't', 'n', 'd', 'p', 'h']",3,0,False
naiades,"['n', 'a', 'i', 'a', 'd', 'e', 's']","['r', 'l', 't']",7,7,True
mackerel,"['_', 'a', 'c', '_', 'e', 'r', 'e', 'l']","['s', 'i', 'o', 'd', 't', 'n', 'b', 'y', 'p', 'u']",6,0,False
disagreeable,"['d', 'i', 's', 'a', 'g', 'r', 'e', 'e', 'a', 'b', 'l', 'e']","['n', 't', 'o', 'c', 'm', 'y', 'p', 'h', 'u']",12,1,True
catalepsy,"['c', 'a', 't', 'a', 'l', 'e', 'p', 's', 'y']","['i', 'r', 'o', 'n', 'u', 'd', 'b']",9,3,True
doomed,"['d', 'o', 'o', '_', 'e', 'd']","['s', 'r', 'n', 'l', 't', 'a', 'p', 'b', 'c', 'g']",5,0,False
inequality,"['i', 'n', 'e', '_', 'u', 'a', 'l', 'i', 't', 'y']","['s', 'r', 'o', 'c', 'g', 'd', 'm', 'b', 'f', 'h']",9,0,False
scarified,"['s', 'c', 'a', 'r', 'i', '_', 'i', 'e', 'd']","['n', 't', 'l', 'o', 'p', 'u', 'h', 'm', 'g', 'b']",8,0,False
stamped,"['s', 't', 'a', 'm', 'p', 'e', 'd']","['i', 'r', 'l', 'o', 'n', 'c', 'u', 'h']",7,2,True
cripples,"['c', 'r', 'i', 'p', 'p', 'l', 'e', 's']","['a', 'n', 'o', 't', 'd', 'u']",8,4,True
confutes,"['c', 'o', 'n', 'f', 'u', 't', 'e', 's']","['i', 'r', 'a', 'l', 'd', 'm', 'h', 'p']",8,2,True
deem,"['d', 'e', 'e', '_']","['s', 'a', 'o', 'i', 'u', 'l', 'r', 't', 'n', 'p']",3,0,False
sabbatical,"['s', 'a', 'b', 'b', 'a', 't', 'i', 'c', 'a', 'l']","['e', 'n', 'o', 'r', 'y', 'h']",10,4,True
costs,"['c', 'o', 's', 't', 's']","['e', 'a', 'i', 'u', 'r', 'l', 'y', 'h', 'n']",5,1,True
reenforce,"['r', 'e', 'e', 'n', '_', 'o', 'r', 'c', 'e']","['s', 'i', 'a', 't', 'd', 'l', 'h', 'u', 'm', 'v']",8,0,False
crunch,"['c', 'r', 'u', 'n', 'c', 'h']","['e', 's', 'i', 'a', 'o', 'y', 'm']",6,3,True
initiatives,"['i', 'n', 'i', 't', 'i', 'a', 't', 'i', 'v', 'e', 's']","['r', 'l', 'o', 'c', 'g', 'm', 'h', 'u']",11,2,True
velvet,"['_', 'e', 'l', '_', 'e', 't']","['s', 'r', 'd', 'n', 'a', 'o', 'i', 'u', 'f', 'p']",4,0,False
nervous,"['n', 'e', 'r', '_', 'o', 'u', 's']","['i', 'a', 't', 'd', 'l', 'c', 'p', 'b', 'm', 'g']",6,0,False
counting,"['c', 'o', 'u', 'n', 't', 'i', 'n', 'g']","['e', 'a', 's', 'l', 'r']",8,5,True
unfailingly,"['u', 'n', 'f', 'a', 'i', 'l', 'i', 'n', 'g', 'l', 'y']","['e', 'o', 't', 's', 'c', 'm', 'p']",11,3,True
flux,"['f', 'l', 'u', '_']","['e', 's', 'o', 'a', 'i', 'r', 't', 'p', 'n', 'c']",3,0,False
taros,"['t', 'a', 'r', 'o', 's']","['e', 'i', 'l']",5,7,True
desist,"['d', 'e', 's', 'i', 's', 't']","['a', 'o', 'r', 'l', 'n']",6,5,True
sharing,"['s', '_', 'a', 'r', 'i', 'n', 'g']","['e', 'o', 'l', 't', 'u', 'p', 'c', 'd', 'm', 'b']",6,0,False
salaried,"['s', 'a', 'l', 'a', 'r', 'i', 'e', 'd']","['n', 't', 'o']",8,7,True
horticulturist,"['h', 'o', 'r', 't', 'i', 'c', 'u', 'l', 't', 'u', 'r', 'i', 's', 't']","['e', 'a', 'n', 'b']",14,6,True
reticence,"['r', 'e', 't', 'i', 'c', 'e', 'n', 'c', 'e']","['s', 'a', 'o', 'g', 'd', 'l']",9,4,True
jailbreak,"['_', 'a', 'i', 'l', 'b', 'r', 'e', 'a', 'k']","['s', 'n', 't', 'd', 'o', 'c', 'y', 'g', 'm', 'p']",8,0,False
psychologically,"['p', 's', 'y', 'c', 'h', 'o', 'l', 'o', 'g', 'i', 'c', 'a', 'l', 'l', 'y']","['e', 't', 'n', 'r', 'k']",15,5,True
consisting,"['c', 'o', 'n', 's', 'i', 's', 't', 'i', 'n', 'g']","['e', 'a', 'u']",10,7,True
rivalry,"['r', 'i', '_', 'a', 'l', 'r', 'y']","['e', 'n', 's', 'o', 't', 'c', 'u', 'd', 'm', 'w']",6,0,False
lifers,"['l', 'i', 'f', 'e', 'r', 's']","['a', 'o', 't', 'd', 'u', 'n', 'p', 'c']",6,2,True
preceptors,"['p', 'r', 'e', 'c', 'e', 'p', 't', 'o', 'r', 's']","['i', 'a', 'n', 'u', 'l']",10,5,True
charms,"['c', 'h', 'a', 'r', 'm', 's']","['e', 'i', 'o', 'u', 'l', 't', 'y', 'n', 'p']",6,1,True
enamouring,"['e', 'n', 'a', 'm', 'o', 'u', 'r', 'i', 'n', 'g']","['s', 't', 'l', 'd', 'c', 'p']",10,4,True
triple,"['t', 'r', 'i', 'p', 'l', 'e']","['s', 'a', 'o', 'd', 'n', 'u']",6,4,True
errors,"['e', 'r', 'r', 'o', 'r', 's']","['i', 'a']",6,8,True
correlates,"['c', 'o', 'r', 'r', 'e', 'l', 'a', 't', 'e', 's']","['i', 'n']",10,8,True
basilica,"['_', 'a', 's', 'i', 'l', 'i', 'c', 'a']","['e', 'n', 'o', 't', 'r', 'u', 'y', 'h', 'm', 'k']",7,0,False
thermodynamics,"['t', 'h', 'e', 'r', 'm', 'o', 'd', 'y', 'n', 'a', 'm', 'i', 'c', 's']","['l', 'p', 'u', 'g', 'f', 'v', 'b']",14,3,True
floe,"['_', 'l', 'o', 'e']","['s', 'a', 'i', 'r', 't', 'd', 'u', 'n', 'p', 'b']",3,0,False
revered,"['r', 'e', '_', 'e', 'r', 'e', 'd']","['s', 'i', 'a', 'o', 'u', 't', 'l', 'c', 'n', 'p']",6,0,False
suppositions,"['s', 'u', 'p', 'p', 'o', 's', 'i', 't', 'i', 'o', 'n', 's']","['e', 'a', 'c', 'l', 'r']",12,5,True
trashiest,"['t', 'r', 'a', 's', 'h', 'i', 'e', 's', 't']","['n', 'l', 'o', 'd', 'c', 'p', 'u']",9,3,True
riots,"['r', 'i', 'o', 't', 's']","['e', 'a', 'u', 'l']",5,6,True
brokered,"['_', 'r', 'o', '_', 'e', 'r', 'e', 'd']","['s', 'i', 'a', 'n', 'l', 't', 'u', 'w', 'c', 'm']",6,0,False
cultures,"['c', 'u', 'l', 't', 'u', 'r', 'e', 's']","['i', 'a', 'o', 'd', 'n']",8,5,True
disfiguring,"['d', 'i', 's', 'f', 'i', 'g', 'u', 'r', 'i', 'n', 'g']","['e', 'a', 'o', 't', 'l', 'b', 'h']",11,3,True
unedited,"['u', 'n', 'e', 'd', 'i', 't', 'e', 'd']","['s', 'r', 'l', 'a', 'o', 'g', 'c']",8,3,True
dauber,"['d', 'a', 'u', 'b', 'e', 'r']","['s', 'i', 'o', 'l', 't', 'n', 'p']",6,3,True
haltering,"['h', 'a', 'l', 't', 'e', 'r', 'i', 'n', 'g']","['s', 'o', 'd', 'c', 'u', 'p', 'm', 'b']",9,2,True
resolute,"['r', 'e', 's', 'o', 'l', 'u', 't', 'e']","['i', 'a', 'd']",8,7,True
dairymaid,"['d', 'a', 'i', 'r', 'y', 'm', 'a', 'i', 'd']","['e', 's', 'n', 'l', 'o', 't', 'h', 'c']",9,2,True
playpen,"['_', 'l', 'a', 'y', '_', 'e', 'n']","['s', 'i', 'r', 'd', 't', 'o', 'u', 'c', 'g', 'f']",5,0,False
noggins,"['n', 'o', 'g', 'g', 'i', 'n', 's']","['e', 'a']",7,8,True
banknotes,"['b', 'a', 'n', '_', 'n', 'o', 't', 'e', 's']","['i', 'r', 'l', 'd', 'c', 'h', 'm', 'u', 'p', 'g']",8,0,False
valance,"['_', 'a', 'l', 'a', 'n', 'c', 'e']","['s', 'i', 'r', 'd', 't', 'o', 'u', 'y', 'p', 'g']",6,0,False
homeys,"['_', 'o', '_', 'e', '_', 's']","['i', 'a', 'r', 'd', 'l', 't', 'u', 'c', 'n', 'p']",3,0,False
quarterbacks,"['_', 'u', 'a', 'r', 't', 'e', 'r', 'b', 'a', 'c', 'k', 's']","['i', 'o', 'n', 'l', 'd', 'g', 'm', 'f', 'w', 'v']",11,0,False
chlorophyll,"['c', 'h', 'l', 'o', 'r', 'o', 'p', 'h', 'y', 'l', 'l']","['e', 'i', 'a', 's', 't', 'u']",11,4,True
flatting,"['f', 'l', 'a', 't', 't', 'i', 'n', 'g']","['e', 's', 'o', 'r', 'c', 'u', 'd']",8,3,True
infecting,"['i', 'n', 'f', 'e', 'c', 't', 'i', 'n', 'g']","['s', 'r', 'a', 'l', 'o', 'd', 'u', 'h']",9,2,True
treadling,"['t', 'r', 'e', 'a', 'd', 'l', 'i', 'n', 'g']","['s', 'o']",9,8,True
anaerobic,"['a', 'n', 'a', 'e', 'r', 'o', 'b', 'i', 'c']","['s', 't', 'l', 'g', 'd', 'm', 'p', 'h']",9,2,True
illumined,"['i', 'l', 'l', 'u', 'm', 'i', 'n', 'e', 'd']","['s', 'r', 'a', 'o', 't', 'g', 'c']",9,3,True
rumors,"['r', 'u', 'm', 'o', 'r', 's']","['e', 'a', 'i', 't', 'l', 'c', 'n']",6,3,True
undersigned,"['u', 'n', 'd', 'e', 'r', 's', 'i', 'g', 'n', 'e', 'd']","['a', 'o', 't', 'l']",11,6,True
intellectualism,"['i', 'n', 't', 'e', 'l', 'l', 'e', 'c', 't', 'u', 'a', 'l', 'i', 's', 'm']","['r', 'o', 'd', 'y']",15,6,True
submerged,"['s', 'u', 'b', 'm', 'e', 'r', 'g', 'e', 'd']","['i', 'a', 'o', 't', 'l', 'n', 'p', 'c']",9,2,True
plexuses,"['_', 'l', 'e', '_', 'u', 's', 'e', 's']","['i', 'r', 'a', 'o', 't', 'd', 'n', 'c', 'f', 'g']",6,0,False
atheism,"['a', 't', 'h', 'e', 'i', 's', 'm']","['r', 'n', 'l', 'd', 'o', 'c', 'u', 'p', 'g']",7,1,True
neckerchiefs,"['n', 'e', 'c', 'k', 'e', 'r', 'c', '_', 'i', 'e', 'f', 's']","['a', 'o', 't', 'l', 'd', 'u', 'p', 'v', 'y', 'm']",11,0,False
horrific,"['h', 'o', 'r', 'r', 'i', 'f', 'i', 'c']","['e', 'n', 'a', 's', 'l', 't', 'w', 'm', 'y']",8,1,True
dynamical,"['_', 'y', 'n', 'a', 'm', 'i', 'c', 'a', 'l']","['e', 's', 'o', 'g', 't', 'r', 'u', 'b', 'p', 'f']",8,0,False
symbolise,"['s', 'y', 'm', 'b', 'o', 'l', 'i', 's', 'e']","['a', 'n', 'r', 't', 'd', 'c', 'u', 'h', 'p']",9,1,True
sweltered,"['s', '_', 'e', 'l', 't', 'e', 'r', 'e', 'd']","['i', 'a', 'o', 'u', 'n', 'p', 'h', 'm', 'c', 'g']",8,0,False
estuaries,"['e', 's', 't', 'u', 'a', 'r', 'i', 'e', 's']","['n', 'l', 'o', 'd', 'c', 'p']",9,4,True
adulterous,"['a', 'd', 'u', 'l', 't', 'e', 'r', 'o', 'u', 's']","['i', 'n', 'c']",10,7,True
compote,"['c', 'o', 'm', 'p', 'o', 't', 'e']","['s', 'i', 'a', 'r', 'd', 'l', 'n', 'u']",7,2,True
caginess,"['c', 'a', 'g', 'i', 'n', 'e', 's', 's']","['r', 't', 'l', 'd']",8,6,True
partying,"['p', 'a', 'r', 't', '_', 'i', 'n', 'g']","['e', 's', 'o', 'l', 'c', 'u', 'd', 'f', 'm', 'w']",7,0,False
trademarks,"['t', 'r', 'a', 'd', 'e', 'm', 'a', 'r', 'k', 's']","['i', 'o', 'n', 'l', 'c', 'u', 'h', 'g', 'p']",10,1,True
disassociating,"['d', 'i', 's', 'a', 's', 's', 'o', 'c', 'i', 'a', 't', 'i', 'n', 'g']","['e', 'l', 'r', 'u']",14,6,True
josh,"['_', 'o', 's', '_']","['e', 'a', 'i', 'u', 'l', 'r', 't', 'n', 'p', 'b']",2,0,False
cognisance,"['c', 'o', 'g', 'n', 'i', 's', 'a', 'n', 'c', 'e']","['r', 't', 'l', 'd']",10,6,True
dramas,"['_', 'r', 'a', 'm', 'a', 's']","['e', 'i', 'o', 'u', 'l', 't', 'y', 'n', 'c', 'p']",5,0,False
culverts,"['c', 'u', 'l', '_', 'e', 'r', 't', 's']","['i', 'a', 'o', 'd', 'n', 'p', 'b', 'h', 'f', 'g']",7,0,False
concord,"['c', 'o', 'n', 'c', 'o', 'r', 'd']","['e', 'i', 'a', 'u', 's', 't', 'l']",7,3,True
pantheons,"['p', 'a', 'n', 't', 'h', 'e', 'o', 'n', 's']","['i', 'r', 'l', 'd', 'c', 'u', 'm']",9,3,True
pullets,"['p', 'u', 'l', 'l', 'e', 't', 's']","['i', 'a', 'o', 'r', 'd', 'n', 'h', 'm']",7,2,True
duff,"['_', 'u', 'f', 'f']","['e', 's', 'o', 'a', 'i', 'l', 'r', 't', 'n', 'm']",3,0,False
cagily,"['c', 'a', 'g', 'i', 'l', 'y']","['e', 's', 'n', 'o', 'r', 't', 'm', 'p']",6,2,True
morns,"['_', 'o', 'r', 'n', 's']","['e', 'a', 'i', 'u', 'l', 't', 'y', 'c', 'd', 'w']",4,0,False
sexists,"['s', 'e', '_', 'i', 's', 't', 's']","['a', 'r', 'n', 'l', 'o', 'd', 'u', 'h', 'm', 'p']",6,0,False
moccasin,"['m', 'o', 'c', 'c', 'a', 's', 'i', 'n']","['e', 't', 'g', 'l', 'r']",8,5,True
cumuli,"['c', 'u', 'm', 'u', 'l', 'i']","['e', 's', 'a', 'o', 'n', 'y', 't']",6,3,True
preludes,"['p', 'r', 'e', 'l', 'u', 'd', 'e', 's']","['i', 'a', 'o', 't', 'n', 'c']",8,4,True
fascists,"['_', 'a', 's', 'c', 'i', 's', 't', 's']","['e', 'n', 'o', 'l', 'r', 'u', 'h', 'm', 'k', 'y']",7,0,False
connubial,"['c', 'o', 'n', 'n', 'u', 'b', 'i', 'a', 'l']","['e', 's', 't', 'g', 'r', 'm', 'h', 'y', 'k']",9,1,True
humanness,"['h', 'u', 'm', 'a', 'n', 'n', 'e', 's', 's']","['i', 'r', 'o', 'l', 't', 'c', 'd', 'k']",9,2,True
lifer,"['l', 'i', '_', 'e', 'r']","['s', 'a', 'o', 'd', 't', 'u', 'n', 'c', 'y', 'p']",4,0,False
hooligans,"['h', 'o', 'o', 'l', 'i', 'g', 'a', 'n', 's']","['e', 't', 'r', 'c', 'u', 'd', 'p', 'm']",9,2,True
graphed,"['g', 'r', 'a', 'p', '_', 'e', 'd']","['s', 'i', 'o', 'l', 't', 'n', 'c', 'u', 'b', 'w']",6,0,False
erosion,"['e', 'r', 'o', 's', 'i', 'o', 'n']",['a'],7,9,True
wagering,"['_', 'a', 'g', 'e', 'r', 'i', 'n', 'g']","['s', 'l', 't', 'd', 'o', 'c', 'm', 'b', 'p', 'f']",7,0,False
muscle,"['m', 'u', 's', '_', 'l', 'e']","['i', 'a', 'o', 'r', 'd', 't', 'n', 'p', 'h', 'f']",5,0,False
approves,"['a', 'p', 'p', 'r', 'o', '_', 'e', 's']","['i', 't', 'l', 'd', 'n', 'c', 'u', 'm', 'b', 'h']",7,0,False
immortalises,"['i', 'm', 'm', 'o', 'r', 't', 'a', 'l', 'i', 's', 'e', 's']","['n', 'c', 'p', 'd', 'u']",12,5,True
brick,"['_', 'r', 'i', 'c', '_']","['e', 's', 'a', 'o', 'u', 'y', 'h', 'l', 'n', 'p']",3,0,False
giveaways,"['_', 'i', '_', 'e', 'a', '_', 'a', '_', 's']","['r', 'n', 'l', 't', 'd', 'c', 'm', 'o', 'p', 'h']",5,0,False
sandbar,"['s', 'a', 'n', 'd', '_', 'a', 'r']","['e', 'i', 'o', 'u', 'l', 't', 'c', 'm', 'y', 'g']",6,0,False
weightless,"['_', 'e', 'i', 'g', 'h', 't', 'l', 'e', 's', 's']","['a', 'n', 'r', 'o', 'd', 'c', 'u', 'y', 'f', 'v']",9,0,False
corm,"['_', 'o', 'r', '_']","['e', 's', 'a', 'l', 'i', 'u', 'n', 'p', 't', 'd']",2,0,False
guesstimating,"['g', 'u', 'e', 's', 's', 't', 'i', 'm', 'a', 't', 'i', 'n', 'g']","['r', 'o', 'l', 'd', 'c', 'v', 'h']",13,3,True
stymieing,"['s', 't', '_', 'm', 'i', 'e', 'i', 'n', 'g']","['a', 'r', 'o', 'l', 'd', 'u', 'h', 'c', 'p', 'v']",8,0,False
corruptible,"['c', 'o', 'r', 'r', 'u', 'p', 't', 'i', 'b', 'l', 'e']","['s', 'n', 'a', 'd', 'y', 'h', 'm']",11,3,True
relaxes,"['r', 'e', 'l', 'a', '_', 'e', 's']","['i', 'o', 't', 'd', 'u', 'c', 'n', 'p', 'b', 'h']",6,0,False
frothier,"['f', 'r', 'o', 't', 'h', 'i', 'e', 'r']","['s', 'n', 'a', 'l', 'd', 'c', 'p', 'w', 'b']",8,1,True
reanimated,"['r', 'e', 'a', 'n', 'i', 'm', 'a', 't', 'e', 'd']","['s', 'l', 'o', 'g', 'c']",10,5,True
minimisation,"['m', 'i', 'n', 'i', 'm', 'i', 's', 'a', 't', 'i', 'o', 'n']","['e', 'l', 'r', 'c', 'u', 'g']",12,4,True
sorcerer,"['s', 'o', 'r', 'c', 'e', 'r', 'e', 'r']","['i', 'a', 't', 'd', 'l', 'n']",8,4,True
nonunion,"['n', 'o', 'n', 'u', 'n', 'i', 'o', 'n']","['e', 'a', 's', 'g', 'l', 'r', 't', 'd', 'c']",8,1,True
calendared,"['c', 'a', 'l', 'e', 'n', 'd', 'a', 'r', 'e', 'd']","['s', 'i', 'o', 't', 'u']",10,5,True
bubbliest,"['_', 'u', '_', '_', 'l', 'i', 'e', 's', 't']","['a', 'n', 'r', 'o', 'd', 'h', 'c', 'm', 'f', 'g']",6,0,False
participated,"['p', 'a', 'r', 't', 'i', 'c', 'i', 'p', 'a', 't', 'e', 'd']","['s', 'n', 'l', 'o']",12,6,True
harshness,"['h', 'a', 'r', 's', 'h', 'n', 'e', 's', 's']","['i', 'o', 't', 'l', 'd', 'c', 'p', 'u', 'g']",9,1,True
chaffs,"['_', 'h', 'a', '_', '_', 's']","['e', 'i', 'o', 'u', 'r', 'l', 'n', 'y', 'm', 't']",3,0,False
infamies,"['i', 'n', '_', 'a', 'm', 'i', 'e', 's']","['r', 't', 'l', 'd', 'c', 'g', 'o', 'h', 'u', 'k']",7,0,False
nonsectarian,"['n', 'o', 'n', 's', 'e', 'c', 't', 'a', 'r', 'i', 'a', 'n']",['l'],12,9,True
lost,"['l', 'o', 's', 't']","['e', 'a', 'i', 'u']",4,6,True
surfeited,"['s', 'u', 'r', '_', 'e', 'i', 't', 'e', 'd']","['a', 'n', 'o', 'l', 'c', 'p', 'm', 'g', 'h', 'b']",8,0,False
incurs,"['i', 'n', 'c', 'u', 'r', 's']","['e', 'a', 'o', 't', 'l', 'g']",6,4,True
bears,"['_', 'e', 'a', 'r', 's']","['i', 'o', 'l', 't', 'd', 'u', 'n', 'p', 'c', 'm']",4,0,False
blared,"['b', 'l', 'a', 'r', 'e', 'd']","['s', 'i', 'o', 't', 'u', 'n', 'p']",6,3,True
chase,"['c', '_', 'a', 's', 'e']","['i', 'o', 'r', 'l', 't', 'd', 'n', 'u', 'p', 'm']",4,0,False
gloat,"['_', 'l', 'o', 'a', 't']","['e', 's', 'i', 'r', 'y', 'u', 'c', 'n', 'm', 'p']",4,0,False
lupins,"['l', 'u', 'p', 'i', 'n', 's']","['e', 'a', 'o', 't', 'g', 'c', 'y', 'r']",6,2,True
tottered,"['t', 'o', 't', 't', 'e', 'r', 'e', 'd']","['s', 'i', 'a', 'n', 'l']",8,5,True
wrongheadedness,"['w', 'r', 'o', 'n', 'g', 'h', 'e', 'a', 'd', 'e', 'd', 'n', 'e', 's', 's']","['i', 't', 'c', 'l']",15,6,True
scoffs,"['s', 'c', 'o', '_', '_', 's']","['e', 'a', 'i', 'u', 'r', 'l', 'n', 't', 'p', 'y']",4,0,False
rares,"['r', 'a', 'r', 'e', 's']","['i', 'o']",5,8,True
chafe,"['c', '_', 'a', '_', 'e']","['s', 'r', 'l', 'd', 'n', 't', 'o', 'y', 'i', 'u']",3,0,False
forester,"['_', 'o', 'r', 'e', 's', 't', 'e', 'r']","['i', 'a', 'u', 'd', 'n', 'l', 'p', 'c', 'h', 'm']",7,0,False
deadbolt,"['d', 'e', 'a', 'd', 'b', 'o', 'l', 't']","['s', 'i', 'r', 'n', 'c', 'p', 'u']",8,3,True
ledges,"['l', 'e', 'd', '_', 'e', 's']","['i', 'a', 'o', 'u', 'r', 't', 'n', 'p', 'c', 'm']",5,0,False
blips,"['_', 'l', 'i', 'p', 's']","['e', 'a', 'o', 'u', 't', 'n', 'y', 'r', 'c', 'm']",4,0,False
communes,"['c', 'o', 'm', 'm', 'u', 'n', 'e', 's']","['i', 'r', 'a', 'l', 't', 'd']",8,4,True
sampling,"['s', 'a', 'm', 'p', 'l', 'i', 'n', 'g']","['e', 'o', 't', 'r', 'c', 'u', 'd']",8,3,True
absentees,"['a', '_', 's', 'e', 'n', 't', 'e', 'e', 's']","['i', 'r', 'o', 'l', 'd', 'c', 'm', 'u', 'p', 'v']",8,0,False
teasel,"['t', 'e', 'a', 's', 'e', 'l']","['i', 'r', 'o', 'd']",6,6,True
ashing,"['a', 's', 'h', 'i', 'n', 'g']","['e', 'o', 't', 'l', 'r', 'c', 'm', 'p', 'u']",6,1,True
slate,"['s', 'l', 'a', 't', 'e']","['i', 'o', 'r']",5,7,True
crinolines,"['c', 'r', 'i', 'n', 'o', 'l', 'i', 'n', 'e', 's']","['a', 't', 'd']",10,7,True
repudiate,"['r', 'e', 'p', 'u', 'd', 'i', 'a', 't', 'e']","['s', 'n', 'l', 'o', 'c', 'g', 'm', 'b', 'h']",9,1,True
forelocks,"['_', 'o', 'r', 'e', 'l', 'o', 'c', 'k', 's']","['i', 'a', 't', 'u', 'd', 'n', 'p', 'h', 'w', 'v']",8,0,False
wisecracking,"['_', 'i', 's', 'e', 'c', 'r', 'a', 'c', 'k', 'i', 'n', 'g']","['t', 'o', 'l', 'd', 'p', 'u', 'f', 'm', 'b', 'x']",11,0,False
marbling,"['m', 'a', 'r', 'b', 'l', 'i', 'n', 'g']","['e', 's', 'o', 't', 'c', 'd', 'u', 'f']",8,2,True
groundings,"['g', 'r', 'o', 'u', 'n', 'd', 'i', 'n', 'g', 's']","['e', 'a', 't', 'l', 'c', 'm']",10,4,True
thighbones,"['t', 'h', 'i', 'g', 'h', 'b', 'o', 'n', 'e', 's']","['a', 'r', 'l', 'c', 'd', 'u', 'm', 'p', 'f']",10,1,True
aseptic,"['a', 's', 'e', 'p', 't', 'i', 'c']","['r', 'n', 'l', 'd', 'o', 'h', 'u']",7,3,True
cryptogram,"['c', 'r', 'y', 'p', 't', 'o', 'g', 'r', 'a', 'm']","['e', 'i', 's', 'l', 'n', 'h', 'u']",10,3,True
suck,"['s', 'u', '_', '_']","['e', 'a', 'o', 'i', 't', 'l', 'r', 'n', 'm', 'f']",2,0,False
unsent,"['u', 'n', 's', 'e', 'n', 't']","['i', 'a', 'o', 'r', 'd', 'l', 'h']",6,3,True
